CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;ANO;VALOR_AJUSTADO
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.08;Imposto de Renda e Contribuição Social sobre o Lucro;-1185100.0;S;2024;-1185100.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.08.01;Corrente;-537767.0;S;2023;-564733.8356172579
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.08.01;Corrente;-506974.0;S;2024;-506974.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.08.02;Diferido;763261.0;S;2023;801535.4458474839
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.08.02;Diferido;-678126.0;S;2024;-678126.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.09;Resultado Líquido das Operações Continuadas;784355.0;S;2023;823687.2244588722
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.09;Resultado Líquido das Operações Continuadas;1923831.0;S;2024;1923831.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.10;Resultado Líquido de Operações Descontinuadas;0.0;S;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.10.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.10.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.11;Lucro/Prejuízo Consolidado do Período;784355.0;S;2023;823687.2244588722
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.11;Lucro/Prejuízo Consolidado do Período;1923831.0;S;2024;1923831.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;783559.0;S;2023;822851.3082848575
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.11.01;Atribuído a Sócios da Empresa Controladora;1918850.0;S;2024;1918850.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.11.02;Atribuído a Sócios Não Controladores;796.0;S;2023;835.9161740146519
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.11.02;Atribuído a Sócios Não Controladores;4981.0;S;2024;4981.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0;N;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.99;Lucro por Ação - (Reais / Ação);0.0;N;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.99.01;Lucro Básico por Ação;0.0;N;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.99.01;Lucro Básico por Ação;0.0;N;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.99.01.01;ON;1.0666;N;2023;1.1200856673417432
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.99.01.01;ON;2.612;N;2024;2.612
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;2023;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;2024;0.0
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;PENÚLTIMO;2023-01-01;2023-12-31;3.99.02.01;ON;1.0666;N;2023;1.1200856673417432
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2024-01-01;2024-12-31;3.99.02.01;ON;2.612;N;2024;2.612
