CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;ANO;VALOR_CORRIGIDO_2024
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01;Obrigações Fiscais Federais;1144603.0;S;2023;1197483.6586
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;559524.0;S;2022;612418.2880065601
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01.01;Imposto de Renda e Contribuição Social a Pagar;946889.0;S;2023;990635.2718
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.01.02;Outros;230164.0;N;2022;251922.42484816004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.01.02;Outros;197714.0;N;2023;206848.3868
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.02;Obrigações Fiscais Estaduais;1482.0;S;2022;1622.10004008
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.02;Obrigações Fiscais Estaduais;228.0;S;2023;238.5336
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.03.03;Obrigações Fiscais Municipais;14729.0;S;2022;16121.397766760001
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.03.03;Obrigações Fiscais Municipais;8268.0;S;2023;8649.981600000001
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04;Empréstimos e Financiamentos;1609856.0;S;2022;1762042.83544064
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04;Empréstimos e Financiamentos;615117.0;S;2023;643535.4054
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01;Empréstimos e Financiamentos;1609856.0;S;2022;1762042.83544064
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04.01;Empréstimos e Financiamentos;615117.0;S;2023;643535.4054
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01.01;Em Moeda Nacional;33953.0;S;2022;37162.727841320004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04.01.01;Em Moeda Nacional;976.0;S;2023;1021.0912000000001
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.01.02;Em Moeda Estrangeira;1575903.0;S;2022;1724880.1075993201
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04.01.02;Em Moeda Estrangeira;614141.0;S;2023;642514.3142
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.02;Debêntures;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04.02;Debêntures;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.04.03;Financiamento por Arrendamento;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.04.03;Financiamento por Arrendamento;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05;Outras Obrigações;9709092.0;S;2022;10626935.57512848
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05;Outras Obrigações;11430414.0;S;2023;11958499.1268
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.01;Passivos com Partes Relacionadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.01;Débitos com Coligadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.01.01;Débitos com Coligadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.03;Débitos com Controladores;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.01.03;Débitos com Controladores;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.01.04;Débitos com Outras Partes Relacionadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02;Outros;9709092.0;S;2022;10626935.57512848
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02;Outros;11430414.0;S;2023;11958499.1268
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.01;Dividendos e JCP a Pagar;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.02;Dividendo Mínimo Obrigatório a Pagar;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.03;Obrigações por Pagamentos Baseados em Ações;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.04;Contas a Pagar;1668942.0;N;2022;1826714.4973624803
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.04;Contas a Pagar;1608797.0;N;2023;1683123.4214
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.05;Contribuição de Parceiros;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.05;Contribuição de Parceiros;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.06;Dívidas com e sem direito de regresso;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.06;Dívidas com e sem direito de regresso;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.07;Adiantamento de Clientes;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.07;Adiantamento de Clientes;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.08;Contingências;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.08;Contingências;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.09;Instrumentos Financeiros Derivativos;299465.0;N;2022;327774.75607460004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.09;Instrumentos Financeiros Derivativos;414825.0;N;2023;433989.915
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.10;Receitas Diferidas;13653.0;N;2022;14943.678709320002
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.10;Receitas Diferidas;49775.0;N;2023;52074.605
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.11;Garantia financeira e de valor residual;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.11;Garantia financeira e de valor residual;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.12;Passivos de contrato;7664663.0;N;2022;8389237.62449372
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.12;Passivos de contrato;9290401.0;N;2023;9719617.5262
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.05.02.13;Passivo de arrendamento;62369.0;N;2022;68265.01848836
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.05.02.13;Passivo de arrendamento;66616.0;N;2023;69693.6592
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06;Provisões;660282.0;S;2022;722701.3891120801
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06;Provisões;555591.0;S;2023;581259.3042
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;97820.0;S;2022;107067.3589208
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;40516.0;S;2023;42387.8392
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.01;Provisões Fiscais;24329.0;S;2022;26628.928390760004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.01.01;Provisões Fiscais;5128.0;S;2023;5364.9136
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;73481.0;S;2022;80427.48518564
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.01.02;Provisões Previdenciárias e Trabalhistas;35377.0;S;2023;37011.4174
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.01.03;Provisões para Benefícios a Empregados;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.01.04;Provisões Cíveis;10.0;S;2022;10.945344400000002
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.01.04;Provisões Cíveis;11.0;S;2023;11.5082
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02;Outras Provisões;562462.0;S;2022;615634.0301912801
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.02;Outras Provisões;515075.0;S;2023;538871.465
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.01;Provisões para Garantias;152410.0;S;2022;166817.9940004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.02.01;Provisões para Garantias;131258.0;S;2023;137322.1196
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.02;Provisões para Reestruturação;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.02.02;Provisões para Reestruturação;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.02.03;Provisões para Passivos Ambientais e de Desativação;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.06.02.04;Outras Provisões;410052.0;N;2022;448816.03619088006
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.06.02.04;Outras Provisões;383817.0;N;2023;401549.3454
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.07;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.07.01;Passivos sobre Ativos Não-Correntes a Venda;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.01.07.02.01;Passivos mantidos para venda;0.0;N;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.01.07.02.01;Passivos mantidos para venda;0.0;N;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02;Passivo Não Circulante;21394800.0;S;2022;23417345.436912004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02;Passivo Não Circulante;19740921.0;S;2023;20652951.5502
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01;Empréstimos e Financiamentos;15103579.0;S;2022;16531387.382760761
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01;Empréstimos e Financiamentos;13358392.0;S;2023;13975549.7104
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01.01;Empréstimos e Financiamentos;15103579.0;S;2022;16531387.382760761
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01.01;Empréstimos e Financiamentos;13358392.0;S;2023;13975549.7104
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01.01.01;Em Moeda Nacional;20000.0;S;2022;21890.688800000004
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01.01.01;Em Moeda Nacional;83576.0;S;2023;87437.2112
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01.01.02;Em Moeda Estrangeira;15083579.0;S;2022;16509496.693960762
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01.01.02;Em Moeda Estrangeira;13274816.0;S;2023;13888112.4992
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01.02;Debêntures;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01.02;Debêntures;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.01.03;Financiamento por Arrendamento;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.01.03;Financiamento por Arrendamento;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02;Outras Obrigações;3456120.0;S;2022;3782842.3687728005
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02;Outras Obrigações;3981213.0;S;2023;4165145.0406
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.01;Passivos com Partes Relacionadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02.01;Passivos com Partes Relacionadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.01.01;Débitos com Coligadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02.01.01;Débitos com Coligadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.01.03;Débitos com Controladores;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02.01.03;Débitos com Controladores;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0;S;2022;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0;S;2023;0.0
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.02;Outros;3456120.0;S;2022;3782842.3687728005
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-12-31;2.02.02.02;Outros;3981213.0;S;2023;4165145.0406
07.689.002/0001-89;2023-12-31;1;EMBRAER S.A.;20087;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-12-31;2.02.02.02.01;Obrigações por Pagamentos Baseados em Ações;0.0;S;2022;0.0
